cluster_id,node_id,free_storage,cpu_usage,memory_usage,latency,bandwidth,reliability,failure_rate,current_load,expert_score,rank
1,Node_9,412.0203140485313,73.32600021834423,78.26780778653708,73.34654611913766,806.2853328736727,95.08408776265456,2.614433772146805,88.36755820244673,0.6023913427027787,1
1,Node_7,984.6288700071436,27.780670435012894,17.98386186171148,17.33697802315666,931.667774648137,98.99162854117851,0.4195934774744563,25.70265280476278,0.5151490122733383,2
1,Node_2,897.1703644011728,6.802550683527956,37.456642453506305,19.36276735405451,919.0505136066367,99.91996471656445,0.9846803086227218,19.289174065749947,0.4911811646827521,3
1,Node_6,707.3080332215084,11.248364731324923,33.13074804713921,16.600205393560707,995.5009319361276,99.01860126536342,0.9302903904531405,23.49405689156148,0.43389533728476387,4
1,Node_1,716.3602268975499,24.58729318134893,27.20156976105173,12.040024900375446,804.7146238091511,98.84435448481649,1.1948186470177322,23.056623087297844,0.4166396750598026,5
1,Node_5,740.6934434165871,17.08585395552093,15.082196917620578,7.729389190512525,926.981360379368,98.1122103095167,1.8149467857118875,24.429019171461846,0.39565717902864217,6
1,Node_8,186.30236256434068,45.56868262786309,51.93239177715992,34.082255471535476,527.869273534192,98.70645085923194,1.138611547959135,28.028944619779438,0.3443260435918953,7
1,Node_4,168.63598472985893,43.443972336819456,51.93113878355956,31.366377111854295,773.1248480389369,96.56677962459136,2.632568197703152,22.209820846452153,0.33905303937776154,8
2,Node_6,409.07762676932435,72.80181735460697,62.54870367879159,56.84586004615596,591.4154631574879,98.42187814260006,2.2595978905394816,74.1717413320602,0.5672680653828623,1
2,Node_4,989.8100776824779,20.171094541225354,37.36611339819407,6.195086096961591,822.7849057917164,99.76595171040353,1.7890714503369285,6.966255579195822,0.5022470872769118,2
2,Node_5,415.28384790388884,78.45795300747352,70.63048367403199,36.36596797200016,593.0363721601832,95.21313262410564,3.307461789171899,72.41723665276292,0.4963028021785145,3
2,Node_3,757.2582156158668,25.452507757332754,33.32038478694097,19.305629666003753,816.9024185124576,99.51052850266682,1.112984299468353,29.61294801133665,0.47028149358722493,4
